AccusedMasterID,PersonID,AccusedName,AgeYear,GenderID,prior_offense_count,avg_crime_severity,max_crime_severity,recency_days,district,crime_head,co_accused_count,prior_arrest_count,is_repeat_offender,risk_score
769,P_0769,Rekha Salian,42,1,1,3.0,3,62,Bengaluru City,Assault,0,1,0,43.4
770,P_0770,Imran Sheikh,29,1,1,3.0,3,615,Hubballi-Dharwad,Cybercrime,1,1,0,29.8
771,P_0771,Roopa Bhat,62,1,1,4.0,4,66,Belagavi,Narcotics,0,0,0,49.1
772,P_0772,Sudha Reddy,58,1,1,4.0,4,594,Hubballi-Dharwad,Narcotics,0,0,0,32.8
773,P_0773,Vidya Shetty,28,2,1,3.0,3,54,Mysuru City,Assault,0,0,0,43.8
774,P_0774,Sandra Jadhav,36,1,1,4.0,4,547,Mangaluru City,Narcotics,0,0,0,32.8
775,P_0775,Vinay Sheikh,37,2,1,4.0,4,128,Mysuru City,Robbery,1,0,0,48.7
776,P_0776,Chandan Pujari,45,2,1,3.0,3,12,Bengaluru City,Assault,1,0,0,49.1
777,P_0777,Bhagya Mendes,27,1,1,4.0,4,396,Hubballi-Dharwad,Robbery,0,0,0,32.8
778,P_0778,Xavier Sequeira,35,1,1,1.0,1,141,Bengaluru City,Theft,2,0,0,33.0
779,P_0779,Sandra Setty,58,1,1,3.0,3,588,Belagavi,Assault,3,0,0,35.8
780,P_0780,Vidya Shetty,45,1,1,5.0,5,369,Hubballi-Dharwad,Homicide,1,0,0,41.8
781,P_0781,Mahmood Prabhu,29,1,1,3.0,3,445,Mangaluru City,Cybercrime,0,0,0,26.8
782,P_0782,Nataraj D'Souza,29,2,1,5.0,5,675,Mangaluru City,Homicide,1,0,0,41.8
783,P_0783,Mahmood Naik,31,1,1,5.0,5,675,Mangaluru City,Homicide,1,0,0,41.8
784,P_0784,Basavaraj Shetty,23,1,1,1.0,1,228,Hubballi-Dharwad,Theft,1,1,0,25.3
785,P_0785,Rajesh Gowda,27,2,1,2.0,2,617,Bengaluru City,Fraud,0,1,0,20.8
786,P_0786,Pooja Kotian,56,1,1,1.0,1,55,Mangaluru City,Theft,0,0,0,31.7
787,P_0787,Vinay Chavan,28,1,1,4.0,4,2,Belagavi,Robbery,0,0,0,52.6
788,P_0788,Bhagya Mendes,19,1,1,2.0,2,197,Bengaluru City,Fraud,6,1,0,45.0
789,P_0789,Rekha Kulkarni,52,1,1,4.0,4,470,Bengaluru City,Narcotics,0,0,0,32.8
790,P_0790,Gopal Fernandes,57,2,1,1.0,1,659,Belagavi,Theft,0,0,0,14.8
791,P_0791,Sudha Kamath,47,1,1,1.0,1,567,Mysuru City,Theft,0,0,0,14.8
792,P_0792,Imran Patil,53,2,1,1.0,1,426,Hubballi-Dharwad,Theft,0,1,0,14.8
793,P_0793,Xavier Sequeira,40,1,1,3.0,3,257,Belagavi,Cybercrime,5,0,0,47.7
794,P_0794,Bhagya Bhat,43,1,1,5.0,5,438,Hubballi-Dharwad,Homicide,0,1,0,38.8
795,P_0795,Gopal Fernandes,48,2,1,3.0,3,728,Mysuru City,Assault,0,0,0,26.8
796,P_0796,Yallappa Mendes,50,1,1,3.0,3,421,Bengaluru City,Assault,1,1,0,29.8
797,P_0797,Chandan Pujari,25,1,1,4.0,4,443,Bengaluru City,Narcotics,1,1,0,35.8
798,P_0798,Arjun Bhat,57,1,1,2.0,2,502,Belagavi,Fraud,0,0,0,20.8
799,P_0799,Joseph Kulkarni,61,2,1,4.0,4,625,Mysuru City,Narcotics,1,0,0,35.8
800,P_0800,Vijayalakshmi Desai,46,2,1,3.0,3,117,Bengaluru City,Assault,0,0,0,40.3
